Train ID      Test ID      Output File      Log Folder\n
[DONE] 19436253    19469202    out/VidODE/train/VidODE_e100_2l_1c_8b_64f_TRAIN-%j.out    out/VidODE/test/VidODE_e100_2l_1c_8b_64f_TEST-%j.out    storage/logs/datasetkth_1c_2l_extrapTrue_f64_nruFalse_nru2False_e100_b8_unequalTrue_36_50_86
[DONE] 19436255    19469218    out/VidODE/train/VidODE_e100_2l_2c_8b_64f_TRAIN-%j.out    out/VidODE/test/VidODE_e100_2l_2c_8b_64f_TEST-%j.out    storage/logs/datasetkth_2c_2l_extrapTrue_f64_nruFalse_nru2False_e100_b8_unequalTrue_36_50_86
[DONE] 19436257    19469305    out/VidODE/train/VidODE_e100_2l_3c_8b_64f_TRAIN-%j.out    out/VidODE/test/VidODE_e100_2l_3c_8b_64f_TEST-%j.out    storage/logs/datasetkth_3c_2l_extrapTrue_f64_nruFalse_nru2False_e100_b8_unequalTrue_36_50_86
[DONE] 19436259    19469346    out/VidODE/train/VidODE_e100_3l_1c_8b_64f_TRAIN-%j.out    out/VidODE/test/VidODE_e100_3l_1c_8b_64f_TEST-%j.out    storage/logs/datasetkth_1c_3l_extrapTrue_f64_nruFalse_nru2False_e100_b8_unequalTrue_36_50_86
[DONE] 19436261    19469359    out/VidODE/train/VidODE_e100_3l_2c_8b_64f_TRAIN-%j.out    out/VidODE/test/VidODE_e100_3l_2c_8b_64f_TEST-%j.out    storage/logs/datasetkth_2c_3l_extrapTrue_f64_nruFalse_nru2False_e100_b8_unequalTrue_36_50_86
[DONE] 19436263    19469363    out/VidODE/train/VidODE_e100_3l_3c_8b_64f_TRAIN-%j.out    out/VidODE/test/VidODE_e100_3l_3c_8b_64f_TEST-%j.out    storage/logs/datasetkth_3c_3l_extrapTrue_f64_nruFalse_nru2False_e100_b8_unequalTrue_36_50_86
[DONE] 19436265    19469394    out/VidODE/train/VidODE_e100_4l_1c_8b_64f_TRAIN-%j.out    out/VidODE/test/VidODE_e100_4l_1c_8b_64f_TEST-%j.out    storage/logs/datasetkth_1c_4l_extrapTrue_f64_nruFalse_nru2False_e100_b8_unequalTrue_36_50_86
[DONE] 19436267    19436268    out/VidODE/train/VidODE_e100_4l_2c_8b_64f_TRAIN-%j.out    out/VidODE/test/VidODE_e100_4l_2c_8b_64f_TEST-%j.out    storage/logs/datasetkth_2c_4l_extrapTrue_f64_nruFalse_nru2False_e100_b8_unequalTrue_36_50_86
[DONE] 19436269    19436270    out/VidODE/train/VidODE_e100_4l_3c_8b_64f_TRAIN-%j.out    out/VidODE/test/VidODE_e100_4l_3c_8b_64f_TEST-%j.out    storage/logs/datasetkth_3c_4l_extrapTrue_f64_nruFalse_nru2False_e100_b8_unequalTrue_36_50_86
[DONE] 19436271    19471171    out/VidODENRU/train/VidODENRU_e100_2l_1c_8b_64f_TRAIN-%j.out    out/VidODENRU/test/VidODENRU_e100_2l_1c_8b_64f_TEST-%j.out    storage/logs/datasetkth_1c_2l_extrapTrue_f64_nruTrue_nru2False_e100_b8_unequalTrue_36_50_86
